,BG32,BG41,BG43,BG2,BG3,BG6,BG8,BG72,BG68,BG78,BG52,BG53,BG55,BG22,BG25,BG23
TRINITY_DN61615_c3_g1,0.05,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0.052
TRINITY_DN45838_c1_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60350_c1_g7,0.19,0.541,0.326,0.539,0.37,0.115,0.155,0.195,0.2,0.067,0.134,0.379,0.458,0.407,0.17,0.394
TRINITY_DN58149_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56670_c3_g5,0,0,0.269,0,0,0,0,0,0,0.105,0,0,0.164,0,0,0
TRINITY_DN34725_c0_g1,0,0.047,0.105,0,0,0,0,0,0,0,0.048,0.113,0.047,0,0.032,0.062
TRINITY_DN57917_c14_g1,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55664_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN80708_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53433_c8_g1,2.287,1.424,0.384,1.132,1.421,0.672,2.67,0.557,0,0.278,1.046,0,2.16,2.198,0.668,0.975
TRINITY_DN68368_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59620_c6_g1,0.2,0.085,0.125,0,0,0.317,0.243,0.107,0.12,0.297,0.221,0.849,0,0.332,0.477,0.446
TRINITY_DN169602_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60957_c0_g2,8.009,6.096,6.627,7.76,8.412,7.964,8.33,7.357,8.206,8.219,8.023,6.141,6.408,5.874,7.55,6.016
TRINITY_DN58511_c2_g1,0.08,0.209,0.144,0.28,0,0.029,0,0,0.1,0,0.029,0.635,1.667,0.161,1.082,1.214
TRINITY_DN89470_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57920_c5_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN164495_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN176413_c0_g1,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0
TRINITY_DN55511_c3_g2,2.526,2.44,3.059,2.102,1.791,1.931,2.563,2.159,2.057,1.64,2.678,2.528,1.96,2.956,2.969,2.635
TRINITY_DN48247_c0_g1,11.793,7.805,8.353,8.751,9.833,6.196,7.641,5.061,4.083,3.769,4.635,1.392,3.932,11.01,10.233,4.626
TRINITY_DN64667_c8_g1,0,0,0,0,0,0,0.466,0,0,0.393,0,0,0.61,0.426,0,0
TRINITY_DN12382_c0_g1,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN3262_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58996_c3_g1,0,0,0,0,0,0.471,1.573,0,0,0.441,0,0,0.681,0,0,0
TRINITY_DN13358_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54781_c3_g1,0.1,0.38,0.412,0.183,0.146,0.192,0.388,0.215,0.22,0.345,0.24,0.256,0.282,0.483,0.138,0.736
TRINITY_DN63729_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64177_c1_g4,0.23,0.304,0.144,0.56,0.214,0.288,0.175,0.879,0.16,0.173,0.202,0.328,0.646,0.322,0.265,0.176
TRINITY_DN57104_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50687_c4_g1,7.02,8.004,8.171,8.439,7.263,8.079,7.33,5.999,7.258,6.675,7.37,8.894,6.631,8.262,9.278,6.669
TRINITY_DN186915_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN152346_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64426_c11_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57804_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN74721_c0_g1,0.22,0.19,0,0,0,0,0,0,0,0,0,0,0,0.474,0,0
TRINITY_DN65688_c6_g3,1.358,1.595,3.424,1.509,1.013,1.153,2.078,1.133,1.637,1.189,0.47,5.956,1.045,1.762,1.41,1.67
TRINITY_DN160226_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59140_c8_g2,0.859,0.598,0.211,1.541,0,0.73,0.204,0.723,0.629,1.036,0.182,1.453,0.798,0.559,0.604,2.074
TRINITY_DN50722_c3_g6,0.03,0.123,0.105,0.162,0.068,0.086,0.136,0.088,0.07,0.086,0.154,0.092,0,0.095,0.064,0.124
TRINITY_DN63422_c3_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62075_c0_g1,0.949,1.453,0.969,0.787,0.682,0.98,1.136,1.807,0.3,0.585,0.317,1.371,1.573,1.895,1.029,1.442
TRINITY_DN183614_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN118415_c0_g1,0,0.161,0.23,0,0,0.202,0,0,0,0,0.211,0,0,0.417,0.445,0
TRINITY_DN63926_c11_g1,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0
TRINITY_DN119793_c0_g1,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51629_c6_g2,0.619,0,0,0.69,0,0,0,0,0,0.614,0,0,0.951,0,0,0
TRINITY_DN16150_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64637_c6_g1,0,0,0,0,0,0.144,0,0.137,0,0,0,0,0,0,0.159,0
TRINITY_DN64095_c5_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57798_c0_g1,1.408,1.908,1.937,3.373,2.59,1.287,1.447,1.466,1.707,2.206,1.526,5.527,5.587,1.961,3.552,4.636
TRINITY_DN7917_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64932_c9_g8,1.248,1.472,1.122,1.39,2.726,1.816,1.301,1.456,1.507,2.014,1.18,0.983,1.197,2.018,0.732,0.508
TRINITY_DN52871_c2_g2,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0
TRINITY_DN50492_c6_g1,0,0.114,0.067,0,0.058,0,0.068,0,0,0.058,0.029,0.082,0.047,0,0,0
TRINITY_DN70247_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66669_c7_g7,0,2.032,1.218,0.377,0.389,2.142,1.204,0.703,0,0.336,1.823,1.064,0.516,0.73,0.392,0.373
TRINITY_DN67564_c12_g4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50794_c8_g3,0,0.123,0,0.539,0,0,0.466,0,0,0.192,0,0.88,0.223,0,0,0.156
TRINITY_DN96101_c0_g1,0,0.142,0,0.065,0,0,0,0,0,0,0,0.113,0,0,0,0
TRINITY_DN67464_c8_g8,0,0.066,0.096,0,0,0,0,0,0,0,0.086,0,0,0,0,0
TRINITY_DN62268_c0_g1,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0.095,0,0
TRINITY_DN75931_c0_g1,0.17,0,0,0,0,0,0,0,0,0,0,0.358,0.27,0,0,0.187
TRINITY_DN5162_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63245_c6_g8,0.33,1.13,1.18,0.366,0.769,0.346,1.175,1.026,0.399,0.978,0.71,1.719,0,1.412,0,1.431
TRINITY_DN61290_c3_g5,0.23,1.149,0.422,4.322,0.623,0.154,0,0.909,1.188,0,0.125,5.557,7.347,0.379,8.483,7.935
TRINITY_DN58931_c4_g7,0,0.114,0,0,0,0,0,0.049,0,0.086,0,0,0,0,0,0
TRINITY_DN2336_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN161751_c0_g1,0.17,0,0,0.097,0,0.086,0,0,0,0.086,0,0,0,0,0.095,0
TRINITY_DN141687_c0_g1,0,0,0.211,0,0,0,0,0,0.21,0,0,0,0,0,0,0
TRINITY_DN56532_c6_g4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65956_c3_g1,2.467,2.469,2.676,2.069,2.892,2.94,2.33,2.345,2.386,2.167,2.265,1.351,1.537,2.34,2.078,3.008
TRINITY_DN53136_c3_g1,0.22,0.095,0.067,0,0,0.058,0.126,0.059,0.2,0.105,0.058,0.348,0.082,0.057,0.191,0.602
TRINITY_DN52296_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705
TRINITY_DN60549_c2_g8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN98372_c0_g1,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56355_c5_g5,0.04,0.114,0.163,0.097,0.068,0.086,0.078,0.049,0.11,0.086,0.067,0.143,0.153,0.114,0.138,0.124
TRINITY_DN121822_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN108240_c0_g1,0.2,0.18,0,0.226,0,0.221,0.485,0,0,0,0,0.215,0,0,0,0.228
TRINITY_DN6592_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55864_c1_g2,0.369,0,0,0,0,0,0,0,0,0,0.269,0.133,0,0,0,0
TRINITY_DN62355_c6_g2,0.759,0.968,0.691,1.66,0.886,0.903,1.32,1.68,1.218,1.285,1.392,0.921,0.915,0.786,0.753,0.954
TRINITY_DN55128_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN178497_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN16401_c0_g1,0,0,0,0,0,0,0,0,0.12,0.096,0,0,0,0,0.117,0
TRINITY_DN123743_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN35765_c0_g1,0.11,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0
TRINITY_DN48115_c1_g1,0.849,0,0,0,0,0.999,0,0.391,0,0,0,0.665,0,0.18,0,0
TRINITY_DN62665_c9_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64496_c3_g4,0,0.104,0.153,0.183,0.049,0.134,0,0.127,0.05,0,0,0.133,0.446,0.095,0.201,0.093
TRINITY_DN64445_c3_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN162000_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415
TRINITY_DN53478_c20_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN49648_c2_g1,0.08,0.142,0,0.183,0.097,0,0.398,0,0.609,0.249,0.086,0.266,0,0.085,0.191,0.187
TRINITY_DN204096_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67005_c11_g1,4.624,3.418,3.98,4.052,1.928,2.104,1.971,5.159,1.597,3.29,3.215,2.088,7.112,1.781,0.392,4.709
TRINITY_DN54624_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67407_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62405_c2_g1,6.221,3.978,5.773,5.195,4.849,5.283,5.417,4.485,3.914,4.201,4.347,3.521,4.601,5.486,4.252,4.813
TRINITY_DN60928_c20_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55603_c4_g8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65578_c6_g1,1.098,1.073,1.036,0.582,0.389,1.268,1.194,1.29,1.268,0.384,1.132,0.757,0.587,1.033,0.785,0.788
TRINITY_DN163884_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN144556_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64050_c1_g2,3.705,6.2,4.201,7.501,2.979,3.708,6.039,2.745,3.574,3.059,2.495,1.689,3.509,5.505,3.679,3.392
TRINITY_DN53264_c7_g5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN131291_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59393_c10_g6,0.16,0.066,0.288,0,0,0.173,0,0,0,0,0.086,0.164,0.117,0,0,0
TRINITY_DN172088_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53875_c4_g3,10.685,9.808,10.243,11.219,10.437,10.778,12,10.347,10.263,9.667,9.405,8.976,9.554,11.796,8.896,9.294
TRINITY_DN120037_c0_g1,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50748_c3_g1,0.15,0,0,0,0,0.154,0.175,0,0,0,0.163,0,0,0.161,0.17,0
TRINITY_DN7238_c0_g1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
TRINITY_DN69258_c0_g1,0,0,0,0.582,0,0.279,0,0,0,0,0,0,4.777,0.559,0.912,1.131
TRINITY_DN17820_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN121298_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN90584_c0_g1,0,0,0,0,0,0,0,0,0.25,0.403,0,0,0,0,0,0
TRINITY_DN191939_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN145237_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN100343_c0_g1,0.24,0.209,0.873,0.269,0,0.259,0,0.508,0,0,0.259,0.256,0,0.265,0.286,0
TRINITY_DN62319_c3_g4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN1437_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN152104_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59632_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN137328_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN94104_c0_g1,0,0,0.077,0,0,0,0,0,0,0.067,0,0.072,0,0,0,0
TRINITY_DN143669_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67181_c5_g1,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0.074,0
TRINITY_DN60316_c1_g5,0.06,0,0.029,0.119,0.068,0,0.029,0.059,0.07,0.058,0.029,0,0.082,0,0,0
TRINITY_DN56628_c3_g2,4.054,6.941,5.045,3.104,2.882,7.118,4.097,2.228,2.606,2.973,3.964,0.86,2.606,4.292,3.308,1.95
TRINITY_DN180603_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN136945_c0_g1,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0
TRINITY_DN61055_c0_g7,0,0,0,0,0,0,0,0,0,0.911,0,0,0,0,0.541,0
TRINITY_DN51050_c0_g3,1.498,2.972,2.474,2.931,2.415,1.989,2.01,1.573,1.637,1.333,1.91,1.934,2.887,3.136,1.76,2.572
TRINITY_DN50157_c4_g1,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN156052_c0_g1,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0.311
TRINITY_DN63143_c2_g1,3.495,4.377,6.358,4.979,3.515,4.534,6.864,4.416,5.201,3.453,5.298,3.439,4.108,4.548,6.882,3.796
TRINITY_DN68045_c2_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN6847_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62334_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66808_c1_g1,1.069,0.807,0.412,0.41,1.529,0.5,0.563,0.361,0.988,0.681,1.228,0.911,0.61,1.383,1.739,1.348
TRINITY_DN54321_c4_g2,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0
TRINITY_DN66952_c6_g1,0.589,0.76,0.556,0.334,0.808,0.557,0.388,0.274,0.399,0.23,0.816,0.553,0.106,0.351,0.308,0.539
TRINITY_DN49935_c22_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51149_c2_g2,0,0,0,0.571,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN26857_c0_g1,0.07,0.19,0.086,0,0,0,0.087,0.078,0,0,0.163,0.082,0.223,0.076,0,0.083
TRINITY_DN74858_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN174612_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN110905_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61833_c0_g1,4.564,3.371,4.354,3.891,4.537,3.939,3.777,3.898,3.514,4.114,3.964,3.48,4.096,3.572,3.584,3.807
TRINITY_DN40892_c0_g1,0.33,0,0,0,0,0,0,0.684,0,0,0,0,0,0,0,0
TRINITY_DN119231_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60284_c0_g9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66792_c7_g4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN95421_c0_g1,0,0.323,0,0,0,0.259,0,0.127,0.15,0.249,0.269,0.256,0,0.265,0.148,0
TRINITY_DN76017_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN113550_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54011_c11_g1,0,0,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN168833_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62964_c2_g7,0.949,1.538,1.141,1.175,1.022,1.009,1.175,0.42,0.659,0.911,0.787,0.542,0.563,1.535,1.548,0.84
TRINITY_DN187707_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62609_c3_g5,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0
TRINITY_DN61557_c0_g1,0,0,0,0,0.535,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53751_c2_g1,0,0.18,0,0.474,0.078,0,0.087,0.078,0,0,0,0.297,0.223,0.076,0,0.073
TRINITY_DN201203_c0_g1,0,0.845,0.297,0,0,0,0,0,0,0.24,0,0,0,0,0,0
TRINITY_DN66156_c0_g1,0.359,0.399,0.432,0.453,0.243,0.384,0.184,0.43,0.06,0.46,0.278,0.87,0.552,0.663,0.244,1.068
TRINITY_DN124002_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN94526_c0_g1,0.839,0.256,0.643,0.302,0.428,0.567,0.641,0.586,0.449,0.297,0.393,0.389,1.232,0.654,0.467,0.84
TRINITY_DN164329_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66269_c3_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN28336_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57431_c9_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN181510_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN104579_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50891_c9_g4,1.578,2.725,2.695,1.336,2.453,2.786,3.204,1.641,4.483,1.573,1.708,0.737,0.81,2.35,0.7,2.303
TRINITY_DN58181_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0.207
TRINITY_DN75508_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228
TRINITY_DN62555_c0_g2,5.392,6.229,4.536,4.505,5.627,3.574,5.679,9.037,7.837,6.771,4.664,10.009,8.685,9.854,4.316,10.549
TRINITY_DN57300_c5_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN14066_c0_g1,0.28,0.247,0.336,0,0,0.298,0.165,0.293,0.509,0.566,0.307,0.297,0,0.152,0.498,1.079
TRINITY_DN60473_c0_g1,0,0,0,0,0,0.221,0,0,0,0,0.23,0.45,0,0,0,0
TRINITY_DN33763_c0_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61911_c14_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55304_c9_g2,0,0,0,0,0,0.432,0,0.42,0,0,0,0,0,0,0,0
TRINITY_DN2586_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0
TRINITY_DN80293_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59553_c6_g1,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0.031
TRINITY_DN67816_c2_g4,3.745,3.314,3.376,3.255,3.369,3.487,3.408,3.283,3.824,4.277,3.09,3.562,2.899,3.288,3.372,3.195
TRINITY_DN57894_c1_g4,0.2,0.171,0,0,0.234,0.432,0,0.205,0.24,0.403,0.653,0.635,0,0.872,0,0.446
TRINITY_DN2727_c0_g1,0.07,0.066,0,0,0.088,0,0,0.078,0,0.077,0.163,0,0,0,0.085,0.083
TRINITY_DN65473_c4_g2,16.107,14.537,14.453,14.808,16.094,16.792,16.155,12.389,17.611,17.886,15.038,18.064,14.201,15.349,14.559,15.258
TRINITY_DN35869_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN179411_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61664_c4_g1,0.859,3.456,0.585,0.959,0.487,1.998,0.301,1.739,0.499,0.738,1.18,0.635,1.326,1.165,0.806,0.488
TRINITY_DN63919_c0_g1,494.446,342.617,398.262,442.37,386.802,344.396,383.068,480.254,488.22,430.355,425.923,523.677,485.353,425.449,460.675,406.839
TRINITY_DN99684_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66304_c10_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67349_c3_g1,0,0.114,0.153,0,0,0,0,0,0,0.125,0,0,0.599,0,0,0.145
TRINITY_DN65941_c5_g1,0.13,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0
TRINITY_DN53297_c0_g1,5.842,6.561,6.205,5.141,5.735,6.119,5.66,6.321,5.341,6.809,6.334,6.898,5.763,5.874,5.291,6.441
TRINITY_DN47947_c0_g1,0.14,0.266,0.144,0.226,0.019,0.134,0.049,0.215,0.1,0.125,0.086,0.194,0.317,0.332,0.17,0.135
TRINITY_DN162470_c0_g1,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0
TRINITY_DN207030_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN19646_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN84094_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0
TRINITY_DN190781_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52187_c12_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60287_c1_g1,0,0.019,0.048,0.022,0,0.019,0.029,0.068,0,0,0,0.02,0,0,0,0.052
TRINITY_DN15837_c0_g1,0,1.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN77136_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN4359_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN112402_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65947_c7_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56212_c11_g1,0,0,0,0,0.35,0,0,0,0,0,0,0.317,0,0,0,0
TRINITY_DN52439_c10_g6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61865_c3_g2,6.221,6.865,7.231,7.501,7.643,9.875,6.942,7.699,9.055,7.96,9.52,3.623,5.375,5.846,7.073,6.255
TRINITY_DN61191_c1_g2,0.26,0.551,0.326,0.42,0.312,0.288,0.078,0.127,0.629,0.182,0.643,0.276,0.528,0.426,0.382,0.156
TRINITY_DN55646_c7_g1,1.208,0.893,0.432,1.045,0.808,0.682,0.544,1.075,0.479,0.786,0.96,0.624,1.209,1.118,1.103,1.027
TRINITY_DN192331_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN152477_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
TRINITY_DN79339_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN272_c0_g1,0.19,0.057,0,0,0.078,0,0,0.264,0.08,0,0,0,0,0,0.297,0
TRINITY_DN61199_c5_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50255_c11_g6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN89678_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN36651_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN185613_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50118_c7_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64387_c13_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60722_c9_g2,0,0,0,0,0,0,0,0.098,0.11,0,0,0,0,0,0,0
TRINITY_DN175797_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN65755_c4_g2,2.137,1.965,3.174,2.112,2.025,2.277,2.146,1.817,1.428,1.391,2.284,2.63,1.772,2.037,1.76,1.929
TRINITY_DN67229_c6_g1,0.04,0,0,0,0,0,0,0,0,0.038,0.038,0.082,0,0.038,0,0.041
TRINITY_DN86405_c0_g1,0,0,0,0,0.156,0,0,0,0,0,0,0.133,0,0,0,0
TRINITY_DN64151_c0_g1,2.027,7.007,9.111,8.374,5.257,5.216,4.281,3.908,5.95,5.313,12.083,5.782,7.558,9.996,6.288,5.694
TRINITY_DN56117_c14_g1,0.749,0.218,0.902,0.83,0.584,0,0,0.518,0,0.997,0.269,0,0,0.54,1.177,0.819
TRINITY_DN65561_c10_g3,1.448,4.206,4.133,5.033,3.797,6.523,2.369,5.647,2.626,5.035,8.004,3.613,1.115,2.928,2.969,1.784
TRINITY_DN110422_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN169818_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
