,GG595,GG596,GG826,GG823,GG607,GG831,GG646,GG815,GG633,GG806,GG808,GG811,GG797,GG675,GG671
TRINITY_DN55835_c2_g1,57.324,68.092,45.869,53.119,77.928,34.507,56.694,73.807,44.305,49.441,65.343,63.055,59.488,125.063,61.487
TRINITY_DN52132_c9_g1,6.835,6.412,6.445,8.244,7.309,7.457,10.023,12.058,8.548,5.67,7.95,9.547,8.512,7.555,8.147
TRINITY_DN66094_c0_g1,27.984,22.805,34.851,10.509,26.648,22.893,37.901,31.479,26.416,31.223,27.84,29.99,26.824,44.9,39.175
TRINITY_DN54476_c2_g1,37.59,40.002,41.518,28.537,23.373,29.977,34.605,41.272,48.658,36.415,34.162,42.913,25.953,26.513,48.605
TRINITY_DN54571_c2_g5,8.695,7.746,5.837,5.858,7.998,7.585,6.796,8.798,8.945,6.858,6.903,10.118,7.988,8.31,7.841
TRINITY_DN61430_c5_g2,18.36,20.305,17.01,19.78,21.526,20.034,17.249,18.846,20.78,20.25,18.756,20.61,19.519,21.542,16.996
TRINITY_DN61098_c6_g2,15.095,14.324,12.292,13.851,16.055,12.537,14.628,15.452,14.007,17.578,20.042,21.95,10.393,17.774,14.46
TRINITY_DN48710_c0_g1,61.845,60.003,61.838,77.237,60.945,72.963,77.903,72.064,92.932,61.908,57.374,75.459,50.471,50.893,107.526
TRINITY_DN63423_c2_g1,10.406,10.079,12.292,11.385,10.983,11.496,14.707,13.556,13.328,12.182,6.931,13.754,8.572,7.637,9.226
TRINITY_DN55722_c3_g3,44.484,33.943,36.317,43.224,41.905,45.551,44.511,47.896,40.663,39.931,35.599,40.222,53.549,48.361,40.469
TRINITY_DN68355_c73_g1,32.396,40.512,36.52,29.564,38.38,33.485,27.369,37.232,27.429,37.309,42.397,33.605,37.029,34.773,33.106
TRINITY_DN67803_c6_g1,14.541,9.589,7.931,8.677,9.915,9.354,7.881,7.301,11.293,7.529,12.016,11.728,8.027,11.067,8.269
TRINITY_DN47867_c0_g2,9.724,17.403,15.409,13.539,17.722,16.408,12.741,16.529,14.08,13.29,21.889,17.026,21.182,13.476,13.238
TRINITY_DN51995_c1_g1,5.975,3.628,7.063,8.335,7.668,3.714,6.356,3.989,3.037,4.196,7.931,6.004,7.76,5.564,9.348
TRINITY_DN55317_c8_g1,24.156,16.393,23.523,20.786,26.439,20.26,26.02,22.866,21.041,23.897,16.814,22.542,32.337,23.624,25.845
TRINITY_DN60634_c6_g1,9.081,9.51,7.97,10.106,8.946,9.629,10.042,10.008,8.965,10.821,10.787,9.692,12.086,9.454,9.572
TRINITY_DN62214_c4_g2,7.261,12.383,11.82,10.207,8.367,20.26,20.143,13.299,9.842,10.608,10.349,11.365,11.947,4.584,15.306
TRINITY_DN57534_c5_g2,33.603,32.531,30.055,33.047,36.912,31.038,29.178,33.561,31.343,39.89,38.684,34.239,34.426,37.815,28.035
TRINITY_DN58533_c3_g5,12.088,13.805,11.154,13.468,13.389,13.952,11.763,15.504,12.013,15.474,13.758,13.047,13.64,13.589,12.617
TRINITY_DN60990_c5_g1,7.013,7.814,7.101,10.972,11.212,8.46,10.111,14.027,8.809,11.695,7.798,11.707,8.423,8.3,10.122
TRINITY_DN53316_c2_g2,65.871,56.827,52.72,48.317,69.661,66.115,52.646,62.107,64.96,56.309,53.765,52.48,59.498,67.983,55.265
TRINITY_DN56678_c1_g1,4.817,4,5.094,2.849,5.721,10.091,8.38,3.466,3.152,1.809,6.484,8.612,4.712,2.511,7.75
TRINITY_DN54656_c5_g2,4.976,5.089,8.404,3.282,4.802,4.49,8.693,4.46,4.832,5.162,6.712,10.263,4.593,6.728,3.778
TRINITY_DN54445_c6_g1,9.724,2.137,17.715,13.046,6.47,16.87,45.479,20.979,2.254,3.81,5.17,35.06,8.176,6.759,8.473
TRINITY_DN48792_c1_g2,6.331,6.422,7.815,9.301,5.392,6.092,7.402,8.695,8.861,6.167,5.77,7.168,6.374,6.932,8.33
TRINITY_DN49776_c9_g3,105.122,47.944,41.614,45.116,71.988,62.038,86.235,114.35,93.694,64.285,43.311,41.157,42.869,83.746,35.509
TRINITY_DN64895_c1_g1,498.961,359.765,387.622,460.25,509.235,394.038,394.621,419.576,420.552,419.384,468.132,451.952,463.404,508.543,462.974
TRINITY_DN52651_c0_g4,8.161,4.343,1.09,15.894,13.259,4.392,14.13,8.664,30.174,5.558,12.358,2.94,1.079,16.672,4.084
TRINITY_DN64420_c1_g3,23.147,17.226,18.574,13.801,11.991,20.358,18.647,12.981,10.427,19.224,14.139,12.341,11.977,11.649,13.931
TRINITY_DN56513_c6_g5,13.483,12.109,12.891,14.103,17.483,14.394,12.8,14.837,10.792,15.495,16.243,15.686,19.579,18.489,12.098
TRINITY_DN61095_c2_g1,9.932,6.696,6.957,10.62,7.758,16.526,6.659,9.721,6.586,4.115,10.407,2.992,5.543,9.331,10.132
TRINITY_DN66449_c3_g2,6.291,7.549,5.625,6.06,3.804,2.299,5.711,5.383,5.991,3.485,6.484,3.625,6.137,9.689,3.564
TRINITY_DN52630_c5_g1,9.585,12.05,9.099,6.483,12.411,6.475,6.591,6.757,8.204,7.316,12.787,8.466,8.522,10.944,6.079
TRINITY_DN61021_c5_g3,21.891,37.943,31.396,29.624,28.675,26.155,29.618,26.352,31.77,34.261,36.399,32.909,33.624,23.655,26.976
TRINITY_DN65504_c4_g2,16.124,9.961,6.947,9.442,11.532,11.889,9.094,11.7,9.706,10.547,11.587,11.188,10.591,8.423,11.945
TRINITY_DN63711_c2_g1,7.666,17.334,15.245,15.371,17.033,17.45,12.731,14.991,11.491,25.035,18.899,13.941,12.858,10.556,17.393
TRINITY_DN60030_c7_g6,8.21,7.265,1.785,3.503,9.136,3.419,5.417,3.045,7.65,5.476,6.646,5.703,6.058,7.024,4.949
TRINITY_DN55168_c9_g2,15.56,29.129,22.742,15.139,20.897,10.995,27.184,13.884,13.86,18.025,10.987,11.687,10.839,10.944,16.273
TRINITY_DN60529_c2_g1,44.227,37.669,38.517,35.443,41.385,37.946,34.429,32.628,44.483,44.95,39.56,42.217,38.583,46.891,34.613
TRINITY_DN55793_c5_g1,14.502,15.334,12.717,18.35,13.12,13.559,16.291,15.217,16.605,13.148,10.606,16.382,14.085,15.191,17.271
TRINITY_DN56560_c0_g1,8.092,7.402,7.912,7.882,9.266,7.625,6.952,6.562,6.252,8.84,9.711,6.773,7.443,7.759,5.978
TRINITY_DN67240_c2_g1,5.045,3.637,7.873,8.194,3.984,6.17,9.925,10.059,6.189,6.35,3.618,6.087,5.988,4.002,8.35
TRINITY_DN61928_c8_g1,8.22,12.442,17.271,8.274,12.98,12.125,7.363,11.351,9.727,14.529,14.52,12.975,14.808,16.825,8.992
TRINITY_DN56578_c5_g2,63.368,74.181,65.62,93.212,71.498,68.729,76.652,89.106,67.403,84.891,87.984,82.793,83.669,83.124,82.465
TRINITY_DN68098_c4_g3,8.379,18.815,10.478,5.325,7.508,4.579,5.173,3.671,4.613,7.051,9.969,6.565,6.582,5.942,8.9
TRINITY_DN58777_c3_g1,11.811,23.982,20.494,24.853,22.655,10.71,32.738,27.572,26.364,19.193,16.776,21.379,13.105,16.723,19.613
TRINITY_DN49564_c1_g1,28.845,31.806,28.405,28.114,35.964,29.928,25.805,30.751,28.201,34.434,37.161,31.684,32.436,31.904,25.886
TRINITY_DN48948_c0_g1,16.243,19.53,18.255,18.703,22.245,21.891,18.608,16.232,23.108,20.595,17.385,18.293,16.075,16.886,21.018
TRINITY_DN49644_c6_g3,20.753,19.148,17.097,16.911,16.444,20.732,16.682,21.471,17.242,17.181,17.433,18.179,16.807,21.45,21.558
TRINITY_DN51557_c2_g2,29.913,25.668,25.984,31.477,35.355,27.069,24.778,31.612,29.589,27.007,29.658,33.408,32.476,31.822,30.631
TRINITY_DN59756_c13_g1,11.673,7.187,4.284,6.05,9.405,6.052,7.343,8.07,9.706,4.003,4.17,4.83,8.126,11.873,8.116
TRINITY_DN65875_c4_g1,19.092,16.177,17.194,22.387,19.01,15.504,17.435,15.617,18.025,14.011,16.195,18.563,17.906,20.051,18.157
TRINITY_DN49955_c0_g1,6.153,2.775,9.591,3.946,9.325,2.849,12.458,4.389,15.144,0.528,4.132,3.47,0.129,1.593,6.741
TRINITY_DN59146_c6_g1,15.985,10.138,16.316,15.955,11.672,15.298,18.921,17.144,13.067,10.973,10.178,15.333,16.896,12.884,15.316
TRINITY_DN62648_c9_g6,2.522,24.246,2.364,2.758,2.446,4.834,12.105,28.198,12.284,5.812,5.617,14.346,10.165,6.309,7.291
TRINITY_DN60782_c0_g1,0.198,1.294,0.936,1.188,0.11,0.668,9.632,2.082,0.532,0.569,0.352,0.312,0.93,0.327,0.652
TRINITY_DN66251_c9_g1,9.704,8.991,7.468,8.123,11.642,8.637,7.549,6.019,7.817,9.297,10.102,6.17,5.949,6.432,8.544
TRINITY_DN67159_c4_g1,11.405,14.805,5.722,6.402,11.013,6.652,7.06,3.661,13.558,9.622,14.567,13.941,18.876,17.029,5.306
TRINITY_DN47974_c0_g2,8.349,1.961,4.255,25.779,16.334,2.682,5.603,14.478,16.543,5.365,8.578,3.085,1.277,8.147,2.77
TRINITY_DN56793_c7_g2,9.031,9.54,5.934,7.107,5.571,10.592,7.431,5.732,6.147,6.736,9.093,10.128,8.512,5.952,6.884
TRINITY_DN49794_c1_g1,6.479,8.491,7.478,5.597,9.176,5.276,6.385,5.311,6.701,7.051,8.788,5.755,5.998,6.616,6.181
TRINITY_DN58674_c3_g1,13.196,8.932,8.578,7.69,9.076,9.088,8.82,9.557,9.185,8.789,7.141,10.357,9.047,9.433,11.365
TRINITY_DN53150_c1_g1,8.25,8.765,9.292,6.623,7.908,8.391,8.859,6.583,8.579,7.671,10.13,10.097,8.097,11.812,6.711
TRINITY_DN54473_c4_g2,23.246,19.168,21.96,22.135,28.835,26.008,21.551,25.327,20.916,22.028,24.641,21.597,22.39,22.144,19.796
TRINITY_DN63972_c4_g1,62.725,73.592,41.528,35.141,17.742,32.62,84.142,47.342,33.764,29.831,59.964,81.006,11.403,14.701,111.09
TRINITY_DN55917_c7_g1,8.329,4.02,4.583,7.207,7.059,6.092,5.975,7.055,11.481,3.902,4.018,5.672,7.632,6.891,5.55
TRINITY_DN56625_c6_g2,14.146,15.54,17.435,17.455,12.88,16.841,17.728,15.258,18.15,18.187,12.996,16.278,19.193,14.446,14.257
TRINITY_DN62639_c7_g2,25.937,18.099,36.587,25.215,44.131,26.293,30.391,30.321,21.041,33.804,29.011,30.24,51.857,49.464,26.813
TRINITY_DN60278_c5_g1,13.948,9.285,10.092,11.878,11.762,11.122,9.71,12.53,10.886,8.454,8.017,10.388,11.165,11.904,11.711
TRINITY_DN56137_c2_g1,12.662,17.511,15.225,11.415,9.865,11.928,11.04,10.367,10.093,12.812,13.939,12.362,10.452,10.689,12.576
TRINITY_DN59768_c5_g1,16.945,13.569,12.804,8.194,11.512,8.469,9.964,7.711,9.8,7.336,12.139,12.736,9.75,16.243,11.171
TRINITY_DN55354_c8_g1,6.667,6.059,5.21,6.432,5.112,3.802,4.322,5.035,9.028,6.015,4.513,8.653,3.88,5.819,6.253
TRINITY_DN51701_c4_g2,8.695,11.246,10.015,8.667,10.484,9.049,8.409,9.915,8.548,11.217,12.473,8.716,8.71,8.392,8.411
TRINITY_DN52116_c11_g3,10.288,12.893,11.106,10.922,13.11,12.341,10.512,13.453,11.251,12.904,13.777,12.216,11.818,12.098,10.346
TRINITY_DN61619_c2_g2,25.828,24.394,32.332,27.611,31.621,29.516,27.526,20.918,28.18,27.799,26.05,24.869,28.042,23.451,32.027
TRINITY_DN51620_c6_g3,15.461,14.766,16.75,16.559,22.076,18.914,14.57,16.334,14.862,20.859,23.089,16.091,17.827,18.305,12.475
TRINITY_DN53956_c0_g2,19.161,13.579,14.685,19.025,19.979,15.799,16.075,19.339,18.735,15.007,13.786,16.226,17.173,20.653,17.057
TRINITY_DN62367_c0_g1,8.003,10.716,8.973,7.097,9.076,6.789,9.123,8.47,7.431,8.84,7.531,10.669,7.364,9.546,7.872
TRINITY_DN54371_c7_g1,9.932,5.128,15.361,8.415,12.94,9.324,11.861,11.536,9.592,11.624,10.492,7.864,10.235,17.499,16.222
TRINITY_DN67226_c4_g1,44.87,87.956,51.446,57.94,43.802,93.882,56.958,76.924,47.478,71.164,52.718,73.776,76.127,60.449,42.302
TRINITY_DN66418_c2_g1,29.132,21.05,13.18,18.209,17.662,14.07,20.085,17.76,36.655,12.599,17.566,18.802,12.303,18.887,11.874
TRINITY_DN62254_c8_g1,7.33,10.726,9.108,10.026,14.358,10.317,8.986,13.884,9.049,11.156,3.066,13.837,14.085,7.973,10.112
TRINITY_DN49755_c5_g3,7.854,9.491,16.374,7.509,8.826,8.145,11.392,12.91,5.626,11.298,17.69,10.346,12.887,8.882,13.523
TRINITY_DN52861_c8_g1,12.85,11.167,10.015,7.922,16.285,6.328,10.238,10.09,14.508,12.792,14.034,15.073,8.166,13.364,11.273
TRINITY_DN61007_c1_g1,8.992,8.834,9.349,10.771,8.796,10.228,8.116,9.003,10.124,12.955,9.54,9.328,9.077,10.179,9.868
TRINITY_DN52542_c2_g1,99.127,80.367,71.747,79.351,81.003,84.479,62.219,63.83,70.826,67.923,84.176,97.076,73.791,65.074,63.259
TRINITY_DN58906_c13_g2,5.48,9.687,8.086,5.405,5.182,6.111,5.574,6.019,6.628,5.273,6.674,7.23,4.177,5.942,6.802
TRINITY_DN68060_c1_g1,606.101,1069.697,575.635,688.588,751.976,801.841,748.927,962.227,818.434,952.525,763.161,807.265,832.181,751.993,683.871
TRINITY_DN60481_c4_g3,7.706,8.079,10.044,7.922,5.801,8.145,7.275,6.819,8.35,11.41,8.483,8.103,6.176,6.585,5.906
TRINITY_DN64268_c0_g1,20.714,12.834,10.392,8.476,11.063,10.464,11.577,13.504,12.587,10.699,10.825,10.108,11.64,15.273,12.597
TRINITY_DN67367_c7_g1,79.937,104.555,94.807,109.337,95.83,88.93,81.424,87.239,109.318,105.171,100.923,89.192,82.986,95.344,96.212
TRINITY_DN60671_c8_g2,19.655,9.432,4.747,6.231,14.048,4.981,9.583,8.582,10.792,6.31,7.912,10.689,12.185,16.478,11.66
TRINITY_DN46980_c0_g1,20.714,13.452,12.012,17.273,13.09,17.597,10.922,15.288,15.875,13.219,17.319,19.156,18.054,18.744,16.12
TRINITY_DN65519_c4_g4,4.916,2.451,3.116,15.401,2.386,3.134,58.083,6.039,9.644,5.761,2.361,2.514,5.286,4.278,6.263
TRINITY_DN66995_c2_g1,8.527,9.334,9.321,11.576,12.58,9.206,8.087,13.432,9.529,11.075,9.321,10.232,16.085,10.199,10.143
TRINITY_DN60109_c0_g4,8.21,8.883,9.195,9.311,9.256,9.383,7.607,12.356,6.534,9.663,10.33,12.777,9.69,12.557,10.306
TRINITY_DN52317_c0_g1,73.804,25.972,42.898,51.649,66.217,24.74,23.262,32.997,33.482,37.411,33.743,33.657,40.167,36.416,36.385
TRINITY_DN52149_c0_g4,6.529,9.373,7.507,7.338,7.299,10.169,10.746,11.023,9.686,7.478,7.388,9.11,7.424,5.003,9.226
TRINITY_DN61425_c5_g2,17.311,18.177,18.12,22.538,18.351,15.701,21.806,14.14,18.108,27.382,16.986,18.491,16.51,20.949,19.287
TRINITY_DN51642_c0_g2,46.087,29.864,35.13,27.591,46.038,40.766,57.535,42.779,35.528,36.202,40.265,42.279,40.098,44.165,43.87
TRINITY_DN61219_c1_g1,47.59,20.374,38.527,17.414,26.998,26.696,36.228,45.978,40.976,44.259,33.495,24.952,50.431,38.254,24.369
TRINITY_DN58254_c2_g1,6.222,7.432,7.188,8.929,8.587,7.438,8.448,10.397,7.567,8.921,7.246,10.274,7.048,8.412,7.444
TRINITY_DN34664_c0_g1,11.821,12.873,8.906,9.21,6.849,9.521,21.727,20.149,8.162,7.336,5.684,12.206,15.124,13.793,12.23
TRINITY_DN67902_c5_g2,19.161,12.393,19.278,14.676,29.664,20.221,21.278,19.923,14.466,25.594,5.76,13.847,12.699,22.501,1.874
TRINITY_DN64979_c4_g10,6.885,8.736,9.166,10.207,9.915,5.905,8.409,6.716,7.828,7.834,12.872,15.115,12.957,13.599,8.554
TRINITY_DN66144_c3_g2,20.051,16.893,19.915,21.733,21.037,20.702,18.901,20.272,19.653,19.224,22.251,20.444,23.865,22.328,18.218
TRINITY_DN54799_c0_g3,8.418,5.883,7.14,9.17,11.482,7.703,8.585,7.701,7.797,7.559,8.007,8.581,8.156,7.32,9.308
TRINITY_DN57029_c6_g1,41.982,19.972,24.585,32.483,29.903,35.421,33.119,28.516,27.074,24.985,25.002,34.364,32.783,34.599,30.845
TRINITY_DN47514_c0_g1,17.341,10.648,16.412,22.598,14.747,18.383,21.004,18.436,17.367,13.869,11.092,19.363,16.738,15.783,18.116
TRINITY_DN57619_c4_g4,10.525,11.04,12.611,12.844,12.191,10.012,13.631,11.166,12.159,9.226,13.196,8.425,10.255,8.188,10.703
TRINITY_DN53727_c2_g2,5.559,5.079,4.573,7.781,6.7,6.917,9.24,5.301,2.014,7.62,8.379,7.905,5.583,7.208,6.517
TRINITY_DN64849_c0_g1,13.344,12.118,17.589,5.265,10.404,7.222,16.447,5.506,4.488,10.689,15.005,8.622,6.127,9.719,4.817
TRINITY_DN68157_c5_g3,8.606,0.843,0,4.912,7.079,2.044,7.295,4.942,4.718,10.821,3.389,7.365,2.673,4.543,9.684
TRINITY_DN50703_c3_g1,54.089,48.238,59.995,59.984,64.18,54.334,47.542,59.81,54.294,58.595,66.229,60.573,66.823,62.072,50.642
TRINITY_DN67033_c6_g1,11.287,14.569,16.21,9.361,9.066,12.763,11.216,15.494,12.389,13.635,8.15,10.097,9.413,10.362,10.978
TRINITY_DN56358_c6_g10,13.453,18.315,22.809,27.661,20.139,13.549,14.971,27.798,20.248,22.475,18.29,12.819,15.184,17.733,22.709
TRINITY_DN44071_c0_g1,15.639,17.766,18.554,23.202,20.538,25.015,24.25,17.596,21.313,22.018,21.451,26.167,23.439,20.316,20.509
TRINITY_DN45718_c0_g1,2.819,6.393,3.985,3.231,6.929,10.268,5.407,5.937,5.093,7.275,5.056,4.155,4.048,5.819,4.338
TRINITY_DN54717_c4_g3,15.521,14.001,14.473,16.206,19.17,15.495,12.624,17.534,14.132,15.921,15.205,14.481,16.184,16.274,13.299
TRINITY_DN63312_c0_g3,11.148,3.196,1.843,3.493,3.335,6.465,2.2,2.184,2.223,1.687,3.885,1.163,3.811,5.513,4.776
TRINITY_DN60346_c0_g1,10.238,3.579,12.302,10.791,6.16,12.075,14.599,10.049,3.726,8.088,10.226,4.643,7.839,9.26,8.605
TRINITY_DN61602_c0_g2,23.009,15.462,11.82,19.015,24.612,16.792,19.498,18.067,20.404,18.482,16.062,18.241,23.726,19.357,19.42
TRINITY_DN52264_c8_g4,50.825,54.091,45.252,58.816,56.242,48.341,53.956,60.108,42.896,49.146,31.734,47.691,57.984,52.598,58.208
TRINITY_DN68062_c6_g2,26.154,22.237,25.858,30.309,29.015,27.55,24.69,30.741,25.519,27.169,26.088,28.744,30.229,27.871,26.599
TRINITY_DN58018_c4_g3,18.142,18.187,19.201,22.941,21.956,18.511,18.94,24.096,26.427,21.855,18.985,18.252,23.013,20.551,25.662
TRINITY_DN66327_c8_g4,22.9,19.148,16.432,22.578,15.636,22.009,24.954,23.491,19.977,17.273,12.168,20.683,17.53,17.693,23.075
TRINITY_DN60299_c0_g4,8.705,5.353,5.857,9.593,8.617,6.622,10.59,6.932,7.556,6.33,6.303,5.204,9.839,5.983,6.609
TRINITY_DN58835_c9_g1,14.67,15.158,23.736,23.071,22.844,22.549,23.849,24.937,18.307,26.123,17.233,17.961,19.381,22.736,20.988
TRINITY_DN67717_c11_g1,5.975,10.275,9.832,6.925,5.801,6.465,8.253,7.772,7.588,8.87,8.997,7.459,6.721,6.085,7.475
TRINITY_DN49652_c4_g1,7.943,7.775,8.346,9.462,9.545,9.403,5.74,6.245,8.068,8.636,6.265,11.126,10.848,9.627,4.318
TRINITY_DN58680_c2_g1,14.828,18.609,14.647,13.941,17.433,17.352,13.543,16.898,15.499,19.376,18.804,16.351,18.47,17.621,14.501
TRINITY_DN67670_c6_g2,10.05,20.472,20.252,15.935,21.996,15.288,14.834,23.481,24.694,15.627,18.557,14.72,23.023,10.495,20.275
TRINITY_DN51668_c3_g2,4.966,4.226,3.512,3.724,3.854,3.616,3.95,4.04,5.177,3.912,3.57,9.734,3.91,3.971,4.257
TRINITY_DN53179_c1_g4,1.79,5.491,2.962,4.117,4.253,2.84,4.899,17.462,2.943,2.124,1.628,2.171,3.009,1.246,4.033
TRINITY_DN64660_c6_g1,12.058,11.177,13.074,14.757,14.268,11.407,15.704,13.822,12.065,18.35,13.358,12.528,16.273,17.458,16.344
TRINITY_DN53652_c3_g1,43.05,37.679,36.182,23.464,22.105,18.403,12.585,3.353,21.521,41.272,19.023,25.129,34.852,34.63,20.102
TRINITY_DN63983_c7_g4,55.969,50.385,58.152,52.756,57.201,52.075,48.754,51.987,51.622,54.48,50.424,58.879,56.489,55.814,47.587
TRINITY_DN54417_c5_g1,11.811,10.275,8.857,6.774,7.898,7.487,9.964,8.429,6.158,9.917,7.722,6.056,5.949,7.443,6.487
TRINITY_DN50736_c5_g1,9.407,9.579,9.851,10.368,8.067,8.018,11.323,9.034,9.738,9.185,7.284,8.819,6.424,7.698,7.393
TRINITY_DN57018_c6_g1,16.411,18.305,13.074,12.442,18.511,9.373,18.354,16.744,15.551,18.756,18.776,17.753,14.451,18.54,14.175
TRINITY_DN62230_c8_g2,13.087,11.059,13.576,14.435,14.078,14.964,14.403,13.474,12.952,13.798,12.444,13.089,14.521,13.589,12.892
TRINITY_DN64170_c2_g7,3.175,5.196,3.551,5.295,2.336,4.235,5.701,7.034,24.517,1.595,2.523,0.883,2.771,3.961,4.165
TRINITY_DN54693_c0_g1,36.155,42.424,24.845,21.28,23.803,32.07,23.693,25.399,29.85,32.392,37.646,39.693,22.271,35.518,32.24
TRINITY_DN62647_c2_g2,17.321,15.962,16.75,18.743,23.773,19.15,16.78,20.774,14.925,16.064,17.186,20.942,22.152,18.622,18.503
TRINITY_DN68347_c8_g2,49.054,47.13,58.171,147.981,40.247,24.878,41.489,27.49,45.767,80.278,54.708,74.513,30.189,106.227,69.97
TRINITY_DN60797_c5_g2,16.945,14.952,20.079,14.143,14.467,19.71,15.547,12.828,10.959,18.98,16.033,16.465,13.897,17.999,20.784
TRINITY_DN47595_c0_g2,7.745,9.579,8.452,6.774,7.918,1.857,11.734,17.298,13.297,24.324,0,2.078,2.623,0,9.165
TRINITY_DN65048_c5_g1,7.182,8.461,10.334,8.929,15.456,10.769,7.138,11.33,7.567,9.409,7.95,9.193,12.313,14.477,8.849
TRINITY_DN53905_c2_g2,1.672,0,2.817,6.493,0.749,6.563,0,18.549,0,95.712,2.447,0.717,0.643,1.501,0.754
TRINITY_DN51709_c5_g2,9.674,4.275,5.336,6.986,5.491,5.227,5.046,6.081,6.377,4.46,5.598,5.848,6.82,8.147,7.271
TRINITY_DN64698_c1_g2,9.852,13.216,11.472,12.925,9.535,9.216,11.89,13.617,11.303,12.528,7.636,10.772,9.403,10.536,11.548
TRINITY_DN59901_c4_g5,11.712,24.227,10.247,10.237,23.903,10.474,11.333,16.109,14.09,16.826,14.491,21.192,10.888,21.419,7.23
TRINITY_DN56461_c2_g1,184.337,177.167,193.02,227.996,198.21,208.908,180.468,269.203,182.158,207.243,198.676,278.088,212.029,201.551,155.265
TRINITY_DN66319_c5_g3,17.38,14.001,14.521,19.216,15.815,16.458,18.285,20.272,15.885,14.011,11.635,16.465,16.005,16.743,17.627
TRINITY_DN54095_c1_g1,6.232,10.873,8.867,8.828,7.159,4.795,7.001,13.627,6.659,5.131,7.207,7.417,8.602,7.534,8.635
TRINITY_DN49564_c2_g2,6.074,8.157,12.804,8.244,6.2,6.19,10.795,7.731,4.749,8.454,11.13,5.693,10.69,7.83,9.644
TRINITY_DN58685_c0_g1,15.016,11.452,15.785,14.847,13.749,13.539,18.324,18.283,9.258,14.529,10.511,12.86,13.174,9.341,14.756
TRINITY_DN58258_c3_g2,11.316,7.363,7.169,5.697,11.981,8.067,7.793,11.002,6.565,17.405,8.217,8.612,9.502,13.364,8.177
TRINITY_DN56075_c3_g1,5.263,6.54,18.844,11.284,7.378,12.685,9.602,9.341,4.352,13.351,6.76,13.681,8.235,10.383,14.308
TRINITY_DN67341_c6_g1,62.389,77.445,73.426,69.415,68.952,70.232,65.348,66.619,66.86,68.492,108.816,64.967,78.898,79.867,60.866
TRINITY_DN60308_c3_g2,9.15,9.187,5.355,5.224,8.716,9.039,6.082,13.053,6.294,10.74,5.351,8.04,4.702,7.973,3.859
TRINITY_DN68324_c3_g1,130.99,144.89,105.97,103.781,135.758,111.204,123.675,134.458,246.336,114.214,113.672,106.976,109.672,123.256,151.64
TRINITY_DN54709_c3_g3,71.311,67.092,57.592,64.584,70.29,59.002,60.097,82.584,75.22,80.43,51.747,74.825,53.104,58.877,64.471
TRINITY_DN52577_c8_g4,14.126,12.05,14.666,19.176,12.331,12.97,21.238,19.964,10.875,16.877,9.483,16.933,17.866,12.608,18.198
TRINITY_DN58652_c2_g1,31.338,36.806,36.501,30.913,34.955,39.203,26.577,35.283,29.902,37.258,29.096,34.53,31.249,42.961,38.045
TRINITY_DN56483_c0_g1,147.024,133.762,130.709,180.112,152.941,155.634,148.669,163.497,144.773,174.232,150.623,159.498,183.661,157.192,162.648
TRINITY_DN66905_c1_g5,81.757,71.347,65.253,84.645,71.109,72.168,88.992,82,151.693,51.879,61.554,66.992,76.691,69.995,77.505
TRINITY_DN54772_c1_g2,15.402,19.383,21.497,19.578,19.729,18.747,17.298,18.805,19.799,22.678,14.025,20.662,15.115,14.834,20.153
TRINITY_DN56569_c6_g9,11.603,24.697,12.717,16.257,21.696,10.72,19.39,18.334,12.712,15.434,14.681,18.511,21.301,13.936,15.652
TRINITY_DN64032_c5_g1,26.946,11.55,17.782,14.535,18.341,13.245,17.151,24.148,38.972,13.666,18.861,19.571,11.413,19.183,17.862
TRINITY_DN63411_c1_g3,13.384,16.707,12.64,18.582,13.129,11.496,15.753,18.108,12.451,19.305,10.635,14.533,18.272,12.435,16.202
TRINITY_DN54259_c4_g4,5.47,4.706,5.345,3.584,5.442,12.675,7.177,5.629,3.935,7.275,2.752,6.15,4.029,4.257,6.772
TRINITY_DN64091_c1_g4,6.024,14.766,8.925,8.214,6.929,10.788,17.816,12.141,20.467,13.463,6.017,6.513,6.612,10.822,11.446
TRINITY_DN52718_c3_g1,16.5,12.256,14.608,14.183,20.438,13.932,13.034,15.811,18.453,13.524,14.082,14.782,13.224,17.631,15.214
TRINITY_DN54106_c13_g1,16.905,21.04,19.423,15.673,16.285,9.531,17.229,18.98,10.354,21.479,14.843,13.141,18.133,12.802,20.794
TRINITY_DN56966_c0_g1,9.704,10.814,3.271,8.325,6.51,6.269,12.976,5.978,18.296,5.985,4.722,7.947,11.927,7.402,8.299
TRINITY_DN58067_c2_g2,26.906,33.482,28.656,29.101,27.317,27.816,20.564,26.67,29.172,28.978,30.096,29.357,29.16,22.828,23.941
TRINITY_DN60840_c2_g6,77.326,63.141,66.633,77.015,73.635,58.068,67.098,74.391,74.427,55.161,61.001,68.925,69.297,65.329,62.454
TRINITY_DN29081_c0_g1,1.711,25.57,2.48,14.696,37.162,6.721,13.416,8.788,10.134,4.471,0,14.761,10.522,25.36,1.538
TRINITY_DN54782_c0_g1,10.485,14.579,10.16,8.194,10.883,10.651,7.705,9.228,9.07,9.266,11.816,12.092,8.305,16.447,16.141
TRINITY_DN52164_c6_g6,9.882,12.442,10.141,12.341,7.988,6.131,6.542,6.768,7.63,7.387,7.579,7.303,8.443,10.679,9.684
