,GG595,GG596,GG826,GG823,GG607,GG831,GG646,GG815,GG633,GG806,GG808,GG811,GG797,GG675,GG671
TRINITY_DN58685_c0_g4,15.352,11.952,17.136,12.995,10.743,10.543,17.62,14.427,8.204,15.261,11.768,10.928,14.481,8.188,13.442
TRINITY_DN56022_c5_g1,13.928,11.756,9.735,4.902,4.713,5.935,8.409,7.126,6.826,7.631,10.844,6.68,7.523,9.75,5.041
TRINITY_DN67941_c5_g4,23.404,23.031,21.073,27.289,20.728,19.012,22.695,21.718,18.067,21.083,16.31,20.412,20.994,18.336,22.688
TRINITY_DN59367_c4_g1,3.799,1.824,9.581,2.748,1.697,2.23,6.268,1.917,0.96,0.417,2.418,1.07,4.494,4.196,5.326
TRINITY_DN49290_c0_g2,4.204,2.784,5.326,9.734,6.14,6.052,5.945,9.146,6.095,10.821,3.266,4.467,5.127,7.432,6.813
TRINITY_DN54748_c11_g1,19.052,20.952,16.142,14.757,15.695,18.472,14.98,18.221,22.064,16.795,21.394,16.081,10.076,14.181,9.043
TRINITY_DN51353_c14_g1,25.808,23.256,27.778,26.967,39.079,17.637,22.334,26.291,24.35,38.275,24.736,37.272,25.993,30.097,24.664
TRINITY_DN62667_c2_g1,21.159,11.167,12.234,16.669,16.275,13.274,11.48,11.679,17.305,11.776,13.939,12.632,17.094,18.55,15.387
TRINITY_DN46624_c0_g1,50.093,47.277,40.399,36.067,50.062,38.25,41.118,44.04,40.527,48.77,41.864,52.761,43.136,38.632,35.845
TRINITY_DN62602_c6_g4,7.132,9.824,14.811,11.777,13.529,11.673,9.123,10.52,8.318,9.734,9.731,12.819,9.453,9.158,9.908
TRINITY_DN65831_c4_g1,9.803,8.363,10.15,7.982,13.199,16.094,11.304,13.689,15.457,4.369,5.97,9.079,12.363,9.107,9.481
TRINITY_DN67925_c6_g10,4.976,7.098,5.094,3.714,4.673,3.763,5.554,4.337,17.774,5.212,4.494,4.269,1.999,3.359,4.033
TRINITY_DN44308_c0_g1,44.989,55.209,51.929,53.622,53.107,49.255,53.653,64.784,52.279,57.264,39.398,57.882,39.434,54.63,58.686
TRINITY_DN141943_c0_g1,103.678,141.096,167.007,199.126,160.669,140.317,132.984,205.702,133.783,183.651,128.953,161.233,204.774,199.928,146.894
TRINITY_DN52275_c3_g2,18.172,19.648,21.516,20.877,21.816,21.763,18.94,22.661,17.628,22.18,25.031,19.903,21.727,21.552,20.051
TRINITY_DN52703_c3_g1,8.27,7.853,9.639,10.982,9.485,5.532,12.36,9.475,12.451,8.555,8.855,9.505,6.107,5.85,10.377
TRINITY_DN65280_c3_g1,8.448,12.04,9.62,8.687,9.086,8.872,9.896,8.429,7.358,13.28,8.436,12.434,7.928,9.719,10.815
TRINITY_DN48260_c0_g1,13.226,8.324,10.343,13.69,11.981,11.574,9.856,12.099,12.326,11.563,9.816,11.811,9.73,10.781,22.332
TRINITY_DN58736_c0_g3,0.989,62.386,46.284,0,0,0,30.009,0,37.667,61.512,68.942,0,0,0,48.9
TRINITY_DN67762_c2_g1,11.01,7.177,7.034,7.147,9.645,5.483,13.768,6.327,6.742,3.841,9.407,5.859,8.413,8.913,4.786
TRINITY_DN62604_c0_g1,10.199,6.442,3.483,5.969,5.392,5.473,6.669,6.091,5.918,5.761,4.789,4.82,6.345,7.044,8.106
TRINITY_DN68261_c2_g2,33.86,36.884,33.606,32.191,36.972,32.532,28.122,29.746,34.265,36.913,34.761,37.397,32.714,33.854,30.122
TRINITY_DN60592_c5_g2,2.75,5.559,16.702,9.462,29.803,0,4.107,16.139,0,0,0,0,0,0,46.619
TRINITY_DN52696_c0_g1,8.893,6.52,8.471,8.617,6.969,8.371,6.972,8.418,7.233,6.675,6.684,8.435,9.255,7.187,10.306
TRINITY_DN59947_c0_g1,4.006,5.363,6.793,5.718,6.15,10.061,7.04,7.301,4.436,7.285,5.722,5.641,7.829,6.85,5.876
TRINITY_DN55531_c3_g2,7.379,7.932,10.623,6.583,7.408,4.412,5.838,5.968,8.224,4.664,11.302,8.445,8.295,4.39,3.778
TRINITY_DN50350_c7_g1,9.773,5.657,9.118,6.654,7.299,7.703,8.448,10.684,9.07,4.501,6.055,5.651,11.917,6.748,10.703
TRINITY_DN60637_c3_g1,0.465,0.863,0,0.101,0.819,0.54,0,0,0,9.581,0.447,0,0,0.276,0.326
TRINITY_DN50764_c2_g1,41.536,42.767,39.714,41.009,46.378,41.827,36.209,41.497,38.889,51.829,49.119,43.412,44.581,44.094,35.061
TRINITY_DN66594_c1_g1,10.1,9.04,12.833,4.047,7.378,8.027,7.832,6.398,8.652,11.146,11.501,10.492,5.117,4.125,5.886
TRINITY_DN56619_c2_g8,9.368,7.334,8.375,6.724,5.691,7.664,9.583,7.772,9.727,7.143,9.445,12.507,7.869,7.728,9.145
TRINITY_DN55084_c2_g6,10.307,11.265,11.549,9.855,13.778,10.847,12.77,11.648,7.066,16.46,12.035,17.431,9.611,11.781,13.198
TRINITY_DN48314_c0_g1,7.182,8.687,6.735,7.489,5.981,11.407,11.763,10.428,7.849,5.822,7.074,10.835,6.81,3.798,10.316
TRINITY_DN54043_c4_g2,7.627,15.775,8.471,6.774,10.414,8.804,6.845,4.778,7.703,8.931,10.968,8.217,7.226,8.994,9.246
TRINITY_DN56958_c7_g1,4.62,7.285,7.796,9.22,3.455,6.563,9.485,14.889,6.158,6.594,5.322,8.944,6.196,7.351,9.46
TRINITY_DN68227_c6_g2,13.898,5.157,8.549,2.476,5.651,6.141,4.312,3.384,10.458,8.21,5.598,6.067,6.147,3.757,7.872
TRINITY_DN59390_c1_g2,7.854,9.059,9.542,8.757,9.305,10.464,8.859,8.644,7.4,10.14,9.521,9.453,8.087,9.301,8.768
TRINITY_DN63123_c3_g1,19.398,11.863,14.704,19.438,20.079,18.187,17.396,20.856,19.851,14.225,16.833,18.179,22.726,21.97,17.352
TRINITY_DN61594_c9_g1,7.35,7.196,10.131,8.969,11.961,10.7,7.95,12.653,7.483,8.139,10.806,8.996,6.048,12.792,6.151
TRINITY_DN58677_c1_g6,111.552,99.653,86.104,104.989,121.9,121.855,92.845,108.598,100.05,101.015,90.479,106.394,93.498,105.043,75.265
TRINITY_DN52720_c8_g2,4.521,10.559,13.354,3.724,6.19,9.226,8.077,13.402,2.359,6.848,6.189,6.596,6.434,4.941,2.974
TRINITY_DN1293_c0_g1,8.992,6.138,6.966,11.536,3.834,3.459,7.089,9.013,4.634,6.543,3.58,5.942,10.175,6.064,4.633
TRINITY_DN62395_c2_g1,13.522,9.255,13.682,13.388,10.274,14.05,15.107,10.972,10.792,13.066,13.872,11.333,11.69,11.628,12.75
TRINITY_DN54195_c0_g3,49.183,49.513,56.049,43.858,59.367,50.925,44.1,45.271,51.653,33.997,44.121,62.806,57.726,43.838,36.548
TRINITY_DN58780_c3_g2,28.42,58.837,43.39,59.229,25.64,47.211,24.534,33.468,42.813,50.447,23.431,47.162,23.667,30.587,35.132
TRINITY_DN60285_c2_g4,7.943,5.696,4.149,5.778,5.771,9.482,9.407,5.291,10.207,3.536,5.465,8.84,4.89,3.941,8.045
TRINITY_DN52954_c5_g4,37.105,30.413,37.215,46.847,40.117,37.867,42.135,40.195,40.12,34.82,29.706,38.363,42.75,35.406,37.587
TRINITY_DN64618_c4_g3,6.4,5.736,7.854,8.808,6.3,9.59,7.881,8.982,6.168,7.509,5.998,6.794,6.879,7.534,9.012
TRINITY_DN50272_c8_g1,7.3,8.422,7.777,8.667,8.067,8.509,8.057,9.3,8.068,8.982,8.578,8.445,7.374,8.259,7.923
TRINITY_DN60361_c2_g2,18.923,24.933,10.884,13.176,16.564,17.096,14.169,9.915,13.714,17.801,12.282,13.141,18.866,17.519,15.591
TRINITY_DN53778_c8_g1,8.685,6.912,8.568,8.606,8.896,9.403,10.287,9.157,8.621,7.854,8.274,8.082,10.74,9.648,9.145
TRINITY_DN49065_c0_g2,5.371,6.334,6.291,6.734,5.821,13.932,8.654,6.46,7.014,4.694,5.894,8.279,5.979,4.216,7.495
TRINITY_DN50757_c1_g1,0,0,0,5.949,0,0,0,0,0,0,19.08,9.65,0,11.557,0
TRINITY_DN56336_c2_g1,18.854,15.511,7.786,9.14,8.487,17.303,10.668,11.495,16.365,9.886,11.416,15.218,16.114,14.946,13.646
TRINITY_DN67435_c2_g2,5.45,3.843,4.516,3.694,5.721,5.758,2.865,2.748,4.227,5.456,6.284,3.76,3.682,6.34,9.572
TRINITY_DN51082_c1_g1,40.834,48.767,24.652,28.869,30.432,26.538,58.298,61.533,40.715,33.723,16.081,42.342,23.172,27.289,24.379
TRINITY_DN63793_c9_g1,44.929,62.788,85.004,65.51,48.335,49.54,57.203,85.937,44.859,58.281,48.167,68.395,78.592,64.267,80.591
TRINITY_DN57010_c7_g1,8.141,9.628,7.671,8.536,8.407,9.128,10.649,11.607,9.967,9.622,9.997,10.492,9.344,8.484,9.236
TRINITY_DN62728_c4_g1,3.957,7.873,5.451,5.194,4.423,11.093,9.123,4.932,3.413,5.029,8.255,7.313,4.068,2.215,6.039
TRINITY_DN49566_c0_g1,10.594,8.01,10.71,15.079,11.981,17.823,6.835,7.147,10.197,12.193,10.825,16.621,5.226,10.015,4.572
TRINITY_DN53319_c2_g7,12.128,14.471,16.817,17.444,15.396,17.43,13.611,19.257,13.693,16.155,15.672,21.534,15.382,15.855,9.888
TRINITY_DN47351_c0_g1,39.904,34.62,73.889,61.332,64.27,90.944,73.513,100.19,35.131,54.257,58.973,33.159,69.515,50.924,68.147
TRINITY_DN53060_c4_g5,57.611,44.904,28.434,41.412,43.762,51.131,32.503,42.133,37.396,37.157,34.171,35.828,44.106,47.616,50.519
TRINITY_DN62153_c5_g1,24.76,21.089,21.005,24.259,23.533,16.713,17.024,20.364,17.837,21.754,19.242,20.059,17.46,22.328,18.839
TRINITY_DN49562_c6_g3,30.616,23.021,22.105,24.068,23.963,22.579,25.404,20.836,22.471,21.205,22.87,25.471,24.775,27.984,22.994
TRINITY_DN63844_c11_g3,6.677,5.108,4.448,8.566,9.705,6.789,5.398,5.014,15.843,4.806,6.798,5.485,7.849,7.494,6.843
TRINITY_DN58111_c4_g1,667.609,1473.837,1063.264,1117.733,936.348,721.862,1043.028,1086.616,946.873,1046.834,845.137,1153.56,1099.066,715.842,629.584
TRINITY_DN51276_c0_g1,50.914,45.444,39.733,39.902,49.183,38.319,38.937,46.091,46.779,39.433,27.544,29.585,52.025,43.879,43.208
TRINITY_DN64339_c4_g1,9.12,11.765,8.259,9.452,8.217,7.703,10.13,9.444,9.738,11.298,10.74,9.245,8.334,9.239,8.157
TRINITY_DN64930_c7_g3,7.172,7.177,8.771,5.164,8.107,12.007,10.385,8.152,9.279,11.634,9.055,6.991,10.165,7.698,6.538
TRINITY_DN50735_c2_g1,11.841,8.785,18.014,19.75,12.68,12.154,16.183,14.663,8.631,17.303,12.406,22.075,12.967,10.199,11.589
TRINITY_DN55074_c7_g1,9.961,6.52,11.028,10.63,8.986,11.673,9.338,9.075,9.759,7.224,9.074,8.539,9.958,8.729,8.625
TRINITY_DN67616_c0_g3,19.705,40.159,14.695,18.532,21.666,20.417,35.808,20.908,25.153,20.189,21.337,17.047,14.481,45.38,20.214
TRINITY_DN65970_c0_g2,15.016,43.904,21.362,31.557,8.876,28.562,26.92,17.606,37.313,18.197,33.067,37.771,20.638,48.637,41.701
TRINITY_DN63296_c2_g2,372.967,414.994,373.564,344.873,484.463,379.958,313.432,346.261,385.441,469.069,586.602,430.584,416.565,476.108,391.192
TRINITY_DN63910_c2_g2,33.168,34.884,20.416,44.381,37.022,35.715,28.963,32.546,36.864,34.556,22.965,52.397,50.035,43.348,44.868
TRINITY_DN49811_c4_g2,55.474,48.169,62.204,72.626,55.693,59.286,62.024,57.196,60.399,54.704,40.56,60.261,79.374,87.575,62.801
TRINITY_DN51787_c2_g5,9.981,10.569,12.64,14.898,19.16,6.829,15.704,12.981,13.683,14.194,13.044,10.43,11.601,10.648,13.941
TRINITY_DN61921_c2_g2,21.565,23.972,21.217,22.87,19.889,19.454,19.547,20.067,24.892,24.853,23.917,23.726,20.212,25.156,21.426
TRINITY_DN68301_c15_g1,22.86,18.325,17.531,26.443,15.286,14.09,31.994,17.616,24.423,18.421,16.748,20.807,17.074,26.37,27.037
TRINITY_DN65992_c0_g3,17.806,20.011,14,18.34,31.421,15.652,21.923,13.791,131.205,20.626,34.485,14.252,15.105,25.186,17.638
TRINITY_DN48649_c0_g1,7.013,5.441,12.669,6.895,7.249,7.045,4.097,10.213,24.809,5.639,8.55,8.601,6.612,3.195,11.232
TRINITY_DN51813_c2_g1,9.298,6.736,6.995,7.338,8.387,6.888,6.796,5.834,7.797,7.885,7.445,7.5,8.483,7.994,7.2
TRINITY_DN23180_c0_g1,92.213,57.268,11.549,3.181,103.209,97.468,49.292,57.185,204.097,2.703,7.436,103.558,15.877,6.718,11.049
TRINITY_DN61556_c0_g1,13.186,9.54,10.777,9.231,9.974,8.941,10.512,10.592,9.759,12.792,12.263,8.705,10.433,10.056,11.436
TRINITY_DN63217_c3_g1,9.17,6.696,11.81,7.107,14.158,4.019,8.752,7.475,9.018,7.133,5.779,9.204,9.116,3.195,4.267
TRINITY_DN53855_c7_g10,12.533,22.982,14.608,14.042,18.092,13.53,17.239,12.366,15.071,13.432,16.729,12.642,13.59,14.058,10.01
TRINITY_DN67830_c2_g4,2.374,3.373,0.521,0.906,5.342,3.508,0.997,0.441,101.355,3.678,1.333,1.413,5.513,0.388,0
TRINITY_DN50913_c7_g4,41.556,34.865,36.703,33.621,43.682,35.322,33.09,44.307,41.08,37.787,36.361,46.113,42.394,43.297,38.35
TRINITY_DN59428_c0_g2,8.161,5.559,8.259,9.714,4.793,8.371,8.908,5.558,7.118,7.783,4.675,5.319,7.354,10.669,7.658
TRINITY_DN59413_c4_g2,4.639,10.148,7.864,5.989,5.222,7.949,7.598,7.106,6.534,6.249,4.513,8.819,8.71,4.533,9.318
TRINITY_DN68271_c14_g1,14.274,14.618,15.631,12.331,8.796,13.156,19.42,13.976,7.609,17.313,17.452,13.504,16.203,15.191,12.902
TRINITY_DN54719_c4_g1,122.898,148.812,114.452,132.137,130.287,119.644,126.1,131.279,127.614,156.034,126.725,147.728,144.187,130.934,144.45
TRINITY_DN56477_c3_g1,67.137,69.337,56.55,72.536,71.708,70.694,64.282,74.104,66.797,80.969,67.304,71.906,78.72,66.728,69.511
TRINITY_DN50789_c1_g1,11.326,11.912,11.588,12.371,12.67,10.965,12.614,11.084,10.239,14.966,11.682,11.718,12.858,12.261,12.006
TRINITY_DN54121_c0_g2,24.127,19.334,5.857,12.754,15.556,7.693,9.436,8.89,12.326,10.536,10.949,15.53,13.758,31.353,15.468
TRINITY_DN52912_c0_g3,13.641,14.236,13.412,14.173,14.358,13.068,12.154,11.023,11.69,12.67,14.967,14.024,12.313,12.976,10.947
TRINITY_DN63697_c2_g2,87.396,93.446,103.713,99.503,100.693,100.887,107.551,90.285,88.099,82.605,103.941,90.563,100.298,103.134,122.638
TRINITY_DN53071_c11_g1,7.538,7.873,8.336,7.268,7.528,5.797,6.943,9.392,8.579,9.114,9.064,8.383,7.651,7.126,6.191
TRINITY_DN67394_c18_g1,10.96,7.089,6.947,11.365,9.895,13.313,19.86,10.828,13.245,10.801,12.92,12.341,13.511,10.597,9.868
TRINITY_DN51591_c5_g4,16.154,13.207,15.544,19.478,14.757,21.724,20.564,14.314,19.048,12.833,14.643,16.101,12.719,11.802,16.731
TRINITY_DN68277_c8_g4,1737.07,1236.098,903.744,1898.214,1017.431,1041.041,1739.524,1761.994,1491.584,933.758,489.735,1558.258,1689.295,1096.953,1377.304
TRINITY_DN60644_c0_g4,8.003,6.03,9.62,5.506,4.193,2.014,4.791,0.328,11.262,6.554,2.79,3.646,1.346,1.766,2.169
TRINITY_DN55050_c1_g1,8.369,7.863,5.451,17.374,11.302,12.802,10.492,8.049,13.307,9.531,25.697,9.318,6.315,17.192,8.656
TRINITY_DN57572_c5_g2,366.458,414.023,366.81,408.54,390.191,441.298,332.784,372.285,406.754,480.113,397.104,441.232,362.264,436.966,422.516
TRINITY_DN50616_c7_g1,7.102,6.853,5.837,6.271,6.909,6.485,8.419,5.629,6.993,6.929,10.426,12.673,5.83,7.228,5.692
TRINITY_DN49437_c0_g1,10.1,10.108,9.234,9.814,12.88,14.365,10.746,9.751,9.633,10.638,15.814,9.225,9.126,12.323,15.805
TRINITY_DN67096_c4_g1,8.547,8.755,7.7,6.623,7.299,6.819,7.695,7.557,7.692,8.149,10.245,7.729,6.701,7.238,5.794
TRINITY_DN65468_c3_g6,8.745,9.53,8.047,5.617,6.17,6.298,11.382,10.602,15.718,4.074,5.151,8.196,7.344,8.729,9.98
TRINITY_DN67848_c3_g3,3.531,4.961,4.496,3.292,4.473,5.954,2.552,4.676,4.258,4.633,9.264,3.584,4.632,5.003,2.576
TRINITY_DN66722_c7_g1,86.218,88.868,79.63,84.967,105.495,84.567,82.841,89.331,88.872,105.618,98.943,91.415,95.112,96.089,69.185
TRINITY_DN51292_c6_g1,9.556,4.755,9.205,8.878,8.327,6.465,9.915,7.967,7.379,7.6,7.293,7.074,9.532,8.545,8.473
TRINITY_DN54554_c0_g1,9.862,16.932,13.016,8.506,9.845,12.39,9.28,10.838,9.08,11.766,11.13,11.437,9.572,10.801,10.326
TRINITY_DN65101_c1_g2,9.348,14.236,13.305,13.247,9.505,9.265,16.056,18.293,33.242,20.534,16.252,11.24,15.441,13.15,16.008
TRINITY_DN60856_c8_g3,7.864,6.745,7.893,8.043,7.738,7.9,8.517,8.644,6.888,6.239,7.636,6.576,9.354,7.024,7.678
TRINITY_DN54452_c6_g2,14.175,5.265,12.505,10.298,12.181,11.427,10.825,13.299,13.777,8.149,6.398,8.944,12.175,7.841,14.267
TRINITY_DN49230_c1_g1,42.506,33.414,60.68,73.19,58.918,65.103,62.336,53.084,62.508,43.152,32.219,45.977,63.784,66.268,56.049
TRINITY_DN51659_c4_g1,6.173,9.402,7.584,6.07,5.721,6.996,5.339,6.46,6.899,7.051,6.798,7.687,9.245,7.728,5.081
TRINITY_DN66013_c4_g3,12.355,15.971,10.44,14.646,13.729,9.059,11.685,13.207,13.693,15.464,11.93,12.943,13.956,11.016,14.246
TRINITY_DN55141_c1_g1,7.182,7.647,8.356,5.848,8.397,6.347,6.141,5.578,7.807,6.665,5.494,5.36,8.314,10.597,6.314
TRINITY_DN56765_c12_g1,12.414,11.912,10.913,12.915,15.126,10.002,9.866,12.305,11.251,13.656,14.672,11.738,10.977,13.619,9.837
TRINITY_DN65271_c2_g9,6.192,9.138,12.698,4.278,5.432,6.18,7.324,7.044,7.149,10.526,7.331,7.749,5.622,6.575,7.342
TRINITY_DN60139_c1_g1,11.88,11.667,11.887,12.502,13.938,12.429,11.45,13.371,12.065,11.095,10.94,12.902,13.234,12.925,12.515
TRINITY_DN53725_c3_g1,14.521,10.932,16.866,16.8,18.082,15.465,20.671,19.236,14.8,12.802,4.789,8.612,11.333,11.281,10.886
TRINITY_DN66785_c8_g3,4.629,6.128,7.082,3.956,6.28,4.647,7.637,6.573,4.039,4.318,10.349,4.166,5.197,9.015,8.004
TRINITY_DN51612_c1_g1,17.825,13.305,16.007,13.589,15.027,16.349,12.81,15.35,22.158,12.457,20.366,13.878,16.758,16.978,12.79
TRINITY_DN62516_c4_g2,4.778,1.765,13.383,2.003,11.282,0.884,3.52,1.107,6.847,0.66,2.095,7.053,2.148,1.358,0.631
TRINITY_DN58219_c1_g2,50.291,64.523,61.288,43.425,52.248,53.784,44.071,45.855,30.476,57.905,58.716,53.696,33.486,41.633,35.397
TRINITY_DN61646_c7_g1,5.203,5.392,7.217,7.6,4.942,4.333,7.93,7.014,3.444,6.025,7.798,2.036,3.652,7.432,9.562
TRINITY_DN52669_c11_g2,15.016,15.344,14.627,14.908,14.827,17.42,16.075,16.386,14.8,14.834,14.948,15.021,16.055,14.62,16.721
TRINITY_DN58903_c0_g1,80.461,78.71,39.096,65.772,68.313,70.979,44.99,63.235,51.33,63.188,64.153,64.281,62.547,66.952,61.497
TRINITY_DN56344_c1_g3,13.601,13.001,11.839,12.723,11.991,14.178,12.731,16.744,12.149,10.11,11.682,11.292,9.482,12.741,17.393
TRINITY_DN52101_c3_g1,16.144,13.864,9.764,26.574,18.591,9.855,8.321,8.326,14.716,10.211,11.359,7.085,17.698,13.476,7.984
TRINITY_DN66056_c0_g3,12.968,4.304,9.716,11.465,14.517,8.096,12.937,7.198,11.533,8.321,11.53,9.453,11.452,7.473,14.206
TRINITY_DN58784_c1_g1,15.985,5.824,4.236,8.164,12.93,4.932,9.192,7.075,12.378,6.838,7.798,9.328,6.8,10.291,7.546
TRINITY_DN50706_c4_g1,7.478,9.059,8.365,5.556,6.22,6.77,6.845,5.906,5.615,7.001,8.483,4.965,6.464,6.799,5.54
TRINITY_DN39628_c0_g1,17.014,29.453,24.527,22.427,16.993,28.346,23.742,22.897,30.602,16.003,22.222,27.269,25.082,12.598,32.648
TRINITY_DN40980_c0_g1,0,0,0,0,0,4.136,0,1.835,4.415,4.786,0,3.864,14.62,3.522,5.041
TRINITY_DN64353_c6_g4,21.179,20.521,19.326,34.597,22.844,24.681,29.902,27.849,22.147,26.793,23.136,29.035,22.825,20.664,24.287
TRINITY_DN56106_c1_g1,9.328,11.148,15.64,13.025,11.602,14.895,17.004,12.684,10.082,14.601,13.13,8.986,11.056,12.966,9.745
TRINITY_DN59894_c3_g1,29.676,23.315,24.893,23.565,38.071,21.812,27.888,27.429,21.417,15.861,24.393,28.661,28.804,28.841,24.807
TRINITY_DN60071_c5_g1,6.459,13.952,8.259,7.61,6.34,15.17,13.514,6.829,9.592,7.316,10.397,12.528,7.156,3.9,12.291
TRINITY_DN53750_c8_g1,4.827,35.698,6.879,36.681,20.348,31.638,8.664,34.617,32.188,31.386,50.785,54.392,30.665,28.29,35.835
TRINITY_DN65738_c2_g1,11.989,9.53,16.065,16.075,14.567,14.718,14.09,13.904,12.128,12.274,11.53,11.832,16.51,13.752,14.094
TRINITY_DN65584_c3_g13,48.174,40.492,43.139,37.607,41.875,41.778,43.552,46.255,48.908,55.578,51.014,36.275,39.702,49.392,38.401
TRINITY_DN62600_c2_g4,799.558,755.003,694.679,911.49,825.611,668.648,637.347,699.207,786.121,851.204,764.989,838.45,774.266,746.378,770.368
TRINITY_DN53894_c7_g2,14.086,14.569,15.592,14.133,14.807,14.797,13.406,15.545,14.382,15.688,16.157,16.496,16.48,15.855,13.778
TRINITY_DN63448_c3_g1,15.699,14.618,16.48,13.851,14.617,18.148,16.036,13.32,13.067,16.653,16.529,12.621,13.679,15.263,14.705
TRINITY_DN50381_c10_g1,14.482,24.148,25.164,18.934,22.056,18.226,12.037,19.298,18.609,26.346,20.661,20.963,17.302,25.043,16.884
TRINITY_DN57849_c2_g1,7.607,2.902,10.913,6.895,3.225,1.808,7.197,3.322,4.436,12.558,4.789,4.737,3.613,4.37,6.568
TRINITY_DN54235_c3_g12,4.916,5.098,3.184,2.517,3.285,3.547,5.231,2.789,3.089,4.928,3.513,3.355,9.156,5.37,4.084
TRINITY_DN62711_c4_g1,4.095,6.589,4.38,0,8.646,11.545,6.287,6.542,3.987,3.241,7.75,6.378,3.93,1.021,3.585
TRINITY_DN59305_c6_g2,868.545,1019.586,1365.748,1523.093,1004.102,951.914,1032.487,1211.764,1133.039,1474.418,621.84,945.488,1068.807,1349.274,1251.173
TRINITY_DN66248_c3_g1,0.989,6.893,4.516,3.674,1.647,11.093,2.357,6.839,9.383,1.331,2.904,4.685,0.594,1.388,4.949
TRINITY_DN58972_c8_g1,11.811,13.677,11.154,11.898,15.166,11.849,11.568,11.782,14.215,14.011,10.93,11.874,11.155,11.2,12.21
TRINITY_DN92892_c0_g1,18.607,22.256,18.776,27.843,20.817,16.369,22.588,16.724,20.269,32.3,20.537,22.552,17.47,24.635,21.864
TRINITY_DN62286_c3_g1,9.2,10.706,9.485,10.106,13.918,12.066,10.424,4.932,8.986,10.049,12.93,8.529,10.383,12.945,12.077
TRINITY_DN58921_c2_g2,32.01,38.149,21.304,14.666,18.072,24.495,21.248,16.314,27.022,24.263,19.975,16.423,18.015,16.376,18.574
TRINITY_DN67214_c3_g1,481.858,123.909,121.263,97.117,471.304,354.913,499.278,351.418,314.24,258.544,223.85,335.554,243.397,323.847,444.023
TRINITY_DN57500_c3_g1,21.475,22.217,26.399,26.192,29.973,24.377,20.368,25.922,27.804,26.641,30.81,25.451,30.566,23.839,28.992
TRINITY_DN56060_c4_g4,4.194,7.569,5.587,2.829,2.786,4.461,4.332,7.26,8.778,9.632,4.703,2.14,7.216,3.287,4.807
TRINITY_DN63437_c7_g1,7.656,8.716,6.484,5.758,7.119,7.32,7.167,7.014,7.014,9.927,9.007,7.76,7.513,7.575,5.509
TRINITY_DN51361_c0_g2,7.28,7.147,7.429,7.6,4.423,6.043,4.273,3.753,6.513,7.265,6.427,6.721,8.671,9.801,7.719
TRINITY_DN68352_c25_g3,764.175,502.185,597.836,690.48,710.92,610.265,618.211,655.105,613.794,581.108,644.671,616.52,712.66,781.712,817.761
TRINITY_DN65853_c0_g1,5.787,11.04,5.326,11.214,6.989,6.681,6.327,6.726,5.845,5.791,9.645,7.064,3.662,2.399,5.998
TRINITY_DN189761_c0_g1,0.218,9.54,0,0,0,8.027,0.743,1.979,0,0.386,0.257,0.114,0,0.725,0
TRINITY_DN63158_c3_g1,8.932,12.775,10.594,9.744,11.083,9.57,9.446,10.5,9.675,12.589,14.939,12.144,11.521,12.006,7.454
TRINITY_DN58947_c10_g1,3.7,2.951,3.821,3.241,4.144,4.883,6.102,3.261,4.06,3.77,2.58,3.418,3.049,2.379,11.314
TRINITY_DN50070_c11_g1,19.032,21.874,19.027,18.34,22.954,20.122,18.764,19.759,20.039,25.239,25.202,22.895,20.539,20.97,19.786
TRINITY_DN66586_c1_g5,13.127,4.187,7.979,6.805,11.153,7.556,8.937,12.407,6.064,7.681,3.466,8.113,8.948,7.208,7.78
TRINITY_DN66144_c3_g1,82.796,119.977,125.634,114.29,122.469,117.374,78.656,93.884,92.525,108.595,139.027,120.574,118.59,107.136,112.638
TRINITY_DN50244_c0_g1,6.202,5.187,6.426,6.563,5.222,6.151,7.92,13.074,4.613,6.442,4.999,5.734,6.622,5.676,6.752
TRINITY_DN51029_c3_g3,9.506,10.599,8.134,7.741,9.475,8.46,7.529,8.798,8.83,10.597,10.778,8.768,7.146,8.321,8.819
TRINITY_DN67534_c2_g4,10.644,6.745,8.375,2.406,6.021,4.058,6.415,4.337,6.596,5.497,2.961,8.903,6.642,2.563,12.026
TRINITY_DN55869_c4_g1,56.918,39.532,51.649,88.058,61.184,61.959,39.191,25.04,65.086,51.219,78.301,66.826,63.358,91.158,28.961
TRINITY_DN55631_c1_g1,22.227,5.245,16.48,7.036,12.96,18.167,2.748,3.476,6.596,31.975,4.237,22.075,12.947,8.729,1.884
TRINITY_DN67205_c0_g1,16.055,10.491,11.598,7.348,13.519,6.907,9.974,6.952,7.348,9.846,9.902,10.648,9.898,8.372,11.741
TRINITY_DN54892_c0_g1,10.624,7.559,7.362,9.865,9.126,11.004,7.51,8.029,9.352,9.256,8.75,7.874,11.116,9.627,7.617
TRINITY_DN63829_c0_g4,16.569,17.854,13.633,16.428,16.764,16.369,15.645,13.422,22.815,9.683,7.303,18.387,16.005,11.71,13.065
TRINITY_DN41959_c0_g1,1.553,2.216,2.924,2.084,0.978,1.651,13.631,1.641,3.142,1.616,1.038,1.828,3.89,1.225,2.352
TRINITY_DN55563_c3_g13,437.631,596.121,478.464,431.622,601.65,496.301,430.713,846.257,245.585,692.924,501.789,673.727,556.011,632.085,634.003
